text,emotion,type
"The Blessed Lord continued: son of KUNTI (Arjuna), when the senses come in contact with their sensual objects, feelings of heat, cold, pain and pleasure. These feelings last only for a short time; the",happiness,verse
"क्योंकि हे पुरुषश्रेष्ठ ! दुःख सुखको समान – समझनेवाले जिस धीर पुरुषको ये इन्द्रिय और विषयोंके संयोग व्याकुल नहीं करते, वह मोक्षके योग्य होता है|",happiness,verse
"Only he who is not affected by these senses and sensual objects becomes immortal, for he is considered the best of men because he is well balanced in pain and pleasure.",happiness,verse
असत् वस्तुकी तो सत्ता नहीं है और सत्का अभाव नहीं है। इस प्रकार इन दोनोंका ही तत्त्व तत्त्वज्ञानी पुरुषोंद्वारा देखा गया है,happiness,verse
"The Blessed Lord stated:The unreal does not exist and the real always exists. Those with peaceful, pure and wise minds, know the truth about both the real and unreal.",happiness,verse
"नाशरहित तो तू उसको जान, जिससे यह सम्पूर्ण जगत्–दृश्यवर्ग व्याप्त है । इस अविनाशीका विनाश करनेमें कोई भी समर्थ नहीं है|",general,verse
"He who is completely indestructible, present everywhere in the universe, and is imperishable, regard Him as God O ARJUNA.",general,verse
"इस नाशरहित, अप्रमेय, नित्यस्वरूप जीवात्माके ये सब शरीर नाशवान् कहे गये हैं। इसलिये हे भरतवंशी अर्जुन! तू युद्ध कर|",motivation,verse
"The Blessed Lord explained: O ARJUNA, only the body can be destroyed; but the soul is indestructible, permanent and immortal. Therefore ARJUNA, pick up your weapons and fight!",motivation,verse
"जो इस आत्माको मारनेवाला समझता है तथा जो इसको मरा मानता है, वे दोनों ही नहीं जानते; क्योंकि यह आत्मा वास्तवमें न तो किसीको मारता है और न किसीके द्वारा मारा जाता है|",general,verse
